business_id,business_name,industry_id,industry,region_id,region,state,city_tier,years_in_business,revenue_band,estimated_monthly_revenue_band_midpoint,employee_count_base,legal_structure,credit_score_band_at_origination,has_prior_delinquency,owner_experience_years,online_sales_share,relationship_manager_id,onboarding_date,primary_bank_account_type
B00166,Business 00166,IND03,Construction Services,R01,Northeast,NY,Tier 3,10,500K-1M,70000,6,LLC,680-719,0,14,0.569,RM046,2023-07-04,operating
B00167,Business 00167,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 2,8,250K-500K,35000,5,Sole Proprietor,720-759,0,18,0.262,RM001,2023-04-13,operating
B00168,Business 00168,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 2,12,500K-1M,70000,10,Sole Proprietor,580-639,0,18,0.334,RM019,2023-10-29,operating
B00169,Business 00169,IND11,Education & Training,R03,South,TX,Tier 2,18,500K-1M,70000,8,S-Corp,680-719,0,24,0.577,RM024,2023-08-14,merchant
B00170,Business 00170,IND10,Personal Services,R03,South,TX,Tier 1,17,1M-3M,165000,10,LLC,760+,0,19,0.248,RM014,2022-05-05,merchant
B00171,Business 00171,IND08,E-commerce Sellers,R04,West,CA,Tier 3,11,250K-500K,35000,5,LLC,640-679,0,20,0.917,RM014,2022-01-22,operating
B00172,Business 00172,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 3,2,500K-1M,70000,8,LLC,720-759,0,23,0.199,RM020,2023-12-16,merchant
B00173,Business 00173,IND01,Restaurants & Food Service,R04,West,CA,Tier 3,13,500K-1M,70000,7,LLC,760+,0,15,0.014,RM058,2023-12-21,operating
B00174,Business 00174,IND03,Construction Services,R04,West,CA,Tier 1,15,500K-1M,70000,7,LLC,680-719,0,12,0.115,RM048,2023-09-21,operating
B00175,Business 00175,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 2,9,1M-3M,165000,10,S-Corp,580-639,0,10,0.193,RM031,2023-02-10,operating
B00176,Business 00176,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 1,12,250K-500K,35000,5,LLC,720-759,0,2,0.266,RM007,2023-06-12,operating
B00177,Business 00177,IND08,E-commerce Sellers,R03,South,TX,Tier 2,9,500K-1M,70000,7,LLC,720-759,1,23,0.659,RM033,2022-03-06,operating
B00178,Business 00178,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 2,14,3M-10M,430000,21,LLC,580-639,1,9,0.197,RM050,2023-03-24,operating
B00179,Business 00179,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 3,16,500K-1M,70000,8,C-Corp,580-639,1,27,0.213,RM006,2023-10-23,operating
B00180,Business 00180,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 3,9,250K-500K,35000,3,C-Corp,720-759,0,4,0.003,RM025,2023-06-10,operating
B00181,Business 00181,IND06,Professional Services,R03,South,TX,Tier 2,12,250K-500K,35000,3,S-Corp,720-759,1,25,0.564,RM054,2023-08-20,merchant
B00182,Business 00182,IND03,Construction Services,R03,South,TX,Tier 2,15,500K-1M,70000,5,LLC,720-759,0,18,0.452,RM051,2022-02-17,operating
B00183,Business 00183,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 3,15,1M-3M,165000,16,Sole Proprietor,720-759,0,2,0.037,RM002,2023-11-25,merchant
B00184,Business 00184,IND10,Personal Services,R06,Mountain,CO,Tier 2,5,500K-1M,70000,9,S-Corp,760+,0,14,0.159,RM030,2022-08-21,operating
B00185,Business 00185,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 2,4,1M-3M,165000,9,C-Corp,720-759,0,6,0.646,RM040,2023-07-05,operating
B00186,Business 00186,IND11,Education & Training,R04,West,CA,Tier 1,3,1M-3M,165000,9,C-Corp,680-719,0,15,0.442,RM001,2022-01-14,operating
B00187,Business 00187,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 1,9,250K-500K,35000,4,LLC,580-639,0,14,0.044,RM046,2023-02-09,mixed
B00188,Business 00188,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,6,<250K,15000,2,S-Corp,680-719,0,8,0.009,RM018,2022-07-02,operating
B00189,Business 00189,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,5,500K-1M,70000,9,C-Corp,680-719,0,3,0.242,RM007,2022-07-03,operating
B00190,Business 00190,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 3,16,<250K,15000,2,Partnership,640-679,0,6,0.075,RM017,2022-05-11,operating
B00191,Business 00191,IND11,Education & Training,R03,South,TX,Tier 3,15,1M-3M,165000,14,LLC,680-719,0,27,0.472,RM030,2022-12-10,operating
B00192,Business 00192,IND11,Education & Training,R03,South,TX,Tier 2,13,1M-3M,165000,9,LLC,760+,0,10,0.396,RM041,2023-08-30,operating
B00193,Business 00193,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 1,13,500K-1M,70000,7,LLC,640-679,1,5,0.098,RM044,2022-10-10,merchant
B00194,Business 00194,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 2,18,3M-10M,430000,29,LLC,680-719,0,6,0.316,RM008,2023-10-23,operating
B00195,Business 00195,IND11,Education & Training,R06,Mountain,CO,Tier 2,13,500K-1M,70000,6,Sole Proprietor,760+,0,9,0.223,RM046,2022-07-29,merchant
B00196,Business 00196,IND10,Personal Services,R01,Northeast,NY,Tier 1,19,3M-10M,430000,23,Partnership,680-719,0,6,0.256,RM033,2022-01-06,operating
B00197,Business 00197,IND12,Hospitality & Travel,R02,Midwest,IL,Tier 2,5,250K-500K,35000,3,LLC,580-639,0,21,0.05,RM032,2023-03-07,merchant
B00198,Business 00198,IND08,E-commerce Sellers,R03,South,TX,Tier 1,13,500K-1M,70000,6,S-Corp,760+,0,16,0.74,RM043,2023-05-08,operating
B00199,Business 00199,IND07,Transportation & Logistics,R05,Pacific Northwest,WA,Tier 3,12,250K-500K,35000,3,LLC,680-719,1,14,0.058,RM009,2022-06-10,operating
B00200,Business 00200,IND06,Professional Services,R04,West,CA,Tier 3,4,250K-500K,35000,3,LLC,680-719,0,24,0.061,RM040,2023-03-21,operating
B00201,Business 00201,IND03,Construction Services,R02,Midwest,IL,Tier 2,4,1M-3M,165000,21,S-Corp,640-679,0,26,0.016,RM015,2022-01-29,operating
B00202,Business 00202,IND07,Transportation & Logistics,R05,Pacific Northwest,WA,Tier 2,10,<250K,15000,3,LLC,640-679,0,8,0.308,RM060,2022-02-19,operating
B00203,Business 00203,IND03,Construction Services,R02,Midwest,IL,Tier 2,3,1M-3M,165000,12,LLC,680-719,0,18,0.48,RM027,2022-07-28,operating
B00204,Business 00204,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 1,5,250K-500K,35000,5,Partnership,720-759,0,12,0.261,RM059,2023-04-16,operating
B00205,Business 00205,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 3,12,1M-3M,165000,11,C-Corp,680-719,0,18,0.145,RM058,2023-07-07,operating
B00206,Business 00206,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 2,6,250K-500K,35000,3,LLC,720-759,0,5,0.147,RM019,2023-02-27,operating
B00207,Business 00207,IND03,Construction Services,R03,South,TX,Tier 3,14,1M-3M,165000,14,S-Corp,680-719,0,22,0.13,RM025,2022-02-23,operating
B00208,Business 00208,IND04,Manufacturing,R03,South,TX,Tier 2,11,1M-3M,165000,14,LLC,580-639,1,14,0.326,RM057,2022-03-26,merchant
B00209,Business 00209,IND03,Construction Services,R06,Mountain,CO,Tier 3,11,500K-1M,70000,6,Partnership,680-719,0,24,0.474,RM029,2023-09-05,merchant
B00210,Business 00210,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 2,6,1M-3M,165000,11,LLC,760+,0,13,0.11,RM018,2023-03-12,operating
B00211,Business 00211,IND08,E-commerce Sellers,R03,South,TX,Tier 3,2,1M-3M,165000,10,LLC,720-759,0,23,0.313,RM013,2023-09-20,operating
B00212,Business 00212,IND04,Manufacturing,R02,Midwest,IL,Tier 3,18,250K-500K,35000,4,C-Corp,720-759,0,30,0.048,RM058,2023-02-20,operating
B00213,Business 00213,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 2,13,1M-3M,165000,9,LLC,580-639,1,22,0.301,RM021,2023-10-28,merchant
B00214,Business 00214,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 3,11,500K-1M,70000,7,LLC,580-639,1,17,0.297,RM021,2023-03-15,merchant
B00215,Business 00215,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 2,10,250K-500K,35000,3,LLC,580-639,1,5,0.358,RM005,2023-03-12,operating
B00216,Business 00216,IND11,Education & Training,R04,West,CA,Tier 1,14,500K-1M,70000,5,LLC,640-679,1,14,0.156,RM046,2022-11-19,operating
B00217,Business 00217,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 1,3,250K-500K,35000,4,LLC,640-679,0,11,0.549,RM036,2023-02-27,mixed
B00218,Business 00218,IND06,Professional Services,R01,Northeast,NY,Tier 2,4,500K-1M,70000,7,LLC,720-759,0,10,0.113,RM052,2023-07-19,operating
B00219,Business 00219,IND07,Transportation & Logistics,R03,South,TX,Tier 2,16,250K-500K,35000,4,C-Corp,680-719,0,7,0.066,RM013,2023-10-18,operating
B00220,Business 00220,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,9,500K-1M,70000,5,LLC,760+,0,5,0.068,RM038,2022-01-12,mixed
B00221,Business 00221,IND04,Manufacturing,R01,Northeast,NY,Tier 3,1,250K-500K,35000,3,LLC,680-719,0,8,0.237,RM060,2023-11-08,operating
B00222,Business 00222,IND02,Retail Stores,R06,Mountain,CO,Tier 1,19,250K-500K,35000,4,S-Corp,720-759,0,26,0.321,RM018,2022-06-17,merchant
B00223,Business 00223,IND09,Wholesale Distribution,R03,South,TX,Tier 2,16,3M-10M,430000,54,Sole Proprietor,720-759,0,4,0.356,RM054,2022-10-02,operating
B00224,Business 00224,IND02,Retail Stores,R03,South,TX,Tier 2,5,<250K,15000,2,LLC,640-679,1,20,0.253,RM031,2023-04-15,operating
B00225,Business 00225,IND02,Retail Stores,R02,Midwest,IL,Tier 2,11,<250K,15000,3,LLC,680-719,0,9,0.009,RM057,2022-08-09,mixed
B00226,Business 00226,IND10,Personal Services,R04,West,CA,Tier 3,15,250K-500K,35000,5,LLC,580-639,1,9,0.141,RM058,2023-12-21,operating
B00227,Business 00227,IND08,E-commerce Sellers,R06,Mountain,CO,Tier 3,16,250K-500K,35000,3,LLC,680-719,0,10,0.884,RM027,2022-04-14,operating
B00228,Business 00228,IND10,Personal Services,R01,Northeast,NY,Tier 2,13,250K-500K,35000,3,LLC,580-639,0,14,0.443,RM059,2022-10-31,operating
B00229,Business 00229,IND03,Construction Services,R04,West,CA,Tier 2,17,1M-3M,165000,14,LLC,720-759,0,7,0.48,RM027,2023-02-19,operating
B00230,Business 00230,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 2,5,250K-500K,35000,3,LLC,760+,0,9,0.211,RM006,2022-08-15,operating
B00231,Business 00231,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 1,17,250K-500K,35000,3,Partnership,580-639,0,18,0.375,RM012,2023-11-20,operating
B00232,Business 00232,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 1,1,500K-1M,70000,5,C-Corp,720-759,0,18,0.287,RM010,2023-07-07,merchant
B00233,Business 00233,IND03,Construction Services,R06,Mountain,CO,Tier 3,9,250K-500K,35000,3,S-Corp,720-759,0,3,0.312,RM035,2023-07-01,operating
B00234,Business 00234,IND10,Personal Services,R03,South,TX,Tier 1,9,3M-10M,430000,39,C-Corp,640-679,0,10,0.098,RM056,2023-06-23,operating
B00235,Business 00235,IND10,Personal Services,R03,South,TX,Tier 3,10,1M-3M,165000,14,LLC,640-679,0,15,0.157,RM013,2023-05-23,merchant
B00236,Business 00236,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 3,11,250K-500K,35000,3,Sole Proprietor,680-719,0,9,0.527,RM027,2023-02-19,merchant
B00237,Business 00237,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 2,3,250K-500K,35000,4,S-Corp,640-679,0,15,0.345,RM044,2022-04-16,merchant
B00238,Business 00238,IND03,Construction Services,R01,Northeast,NY,Tier 2,4,500K-1M,70000,9,Sole Proprietor,720-759,1,26,0.173,RM052,2022-11-11,operating
B00239,Business 00239,IND11,Education & Training,R01,Northeast,NY,Tier 2,6,500K-1M,70000,6,LLC,640-679,1,11,0.236,RM034,2022-07-09,operating
B00240,Business 00240,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 1,7,3M-10M,430000,29,S-Corp,640-679,0,23,0.239,RM044,2023-06-06,operating
B00241,Business 00241,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 3,4,500K-1M,70000,10,LLC,720-759,0,27,0.499,RM023,2022-10-07,operating
B00242,Business 00242,IND06,Professional Services,R02,Midwest,IL,Tier 3,17,500K-1M,70000,6,LLC,580-639,1,24,0.256,RM015,2023-11-22,operating
B00243,Business 00243,IND05,Healthcare Clinics,R04,West,CA,Tier 2,2,<250K,15000,3,LLC,720-759,0,19,0.373,RM059,2022-03-08,operating
B00244,Business 00244,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 1,2,500K-1M,70000,8,C-Corp,720-759,0,22,0.099,RM057,2023-08-05,mixed
B00245,Business 00245,IND06,Professional Services,R01,Northeast,NY,Tier 1,12,250K-500K,35000,3,Sole Proprietor,720-759,0,25,0.156,RM039,2022-04-18,operating
B00246,Business 00246,IND03,Construction Services,R06,Mountain,CO,Tier 3,7,1M-3M,165000,15,S-Corp,720-759,0,16,0.254,RM049,2023-10-23,merchant
B00247,Business 00247,IND05,Healthcare Clinics,R03,South,TX,Tier 2,8,1M-3M,165000,11,LLC,720-759,0,2,0.227,RM036,2023-07-18,operating
B00248,Business 00248,IND06,Professional Services,R04,West,CA,Tier 1,20,1M-3M,165000,15,C-Corp,760+,0,16,0.256,RM057,2023-11-25,merchant
B00249,Business 00249,IND11,Education & Training,R06,Mountain,CO,Tier 2,16,1M-3M,165000,9,LLC,640-679,0,18,0.471,RM023,2022-06-08,merchant
B00250,Business 00250,IND08,E-commerce Sellers,R03,South,TX,Tier 3,1,1M-3M,165000,19,LLC,680-719,0,4,0.305,RM054,2023-09-09,merchant
B00251,Business 00251,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,9,250K-500K,35000,3,S-Corp,760+,0,16,0.546,RM006,2022-05-11,operating
B00252,Business 00252,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 3,14,1M-3M,165000,9,LLC,640-679,0,22,0.066,RM015,2022-06-06,operating
B00253,Business 00253,IND10,Personal Services,R06,Mountain,CO,Tier 1,4,250K-500K,35000,3,Sole Proprietor,680-719,0,25,0.024,RM043,2023-05-30,mixed
B00254,Business 00254,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 2,8,250K-500K,35000,3,LLC,720-759,0,17,0.522,RM055,2023-04-03,operating
B00255,Business 00255,IND12,Hospitality & Travel,R03,South,TX,Tier 2,15,250K-500K,35000,5,C-Corp,580-639,0,9,0.322,RM039,2023-07-05,operating
B00256,Business 00256,IND06,Professional Services,R04,West,CA,Tier 1,5,500K-1M,70000,6,Partnership,720-759,0,25,0.311,RM034,2023-06-01,operating
B00257,Business 00257,IND12,Hospitality & Travel,R04,West,CA,Tier 1,11,500K-1M,70000,6,LLC,640-679,0,10,0.506,RM011,2023-03-09,merchant
B00258,Business 00258,IND11,Education & Training,R03,South,TX,Tier 2,2,1M-3M,165000,9,LLC,640-679,1,23,0.252,RM006,2022-06-01,operating
B00259,Business 00259,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 3,13,1M-3M,165000,11,LLC,680-719,0,29,0.33,RM040,2023-03-21,merchant
B00260,Business 00260,IND03,Construction Services,R06,Mountain,CO,Tier 1,18,250K-500K,35000,4,LLC,680-719,0,7,0.227,RM027,2022-08-28,operating
B00261,Business 00261,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 3,20,1M-3M,165000,12,S-Corp,680-719,1,10,0.223,RM022,2022-12-31,operating
B00262,Business 00262,IND04,Manufacturing,R06,Mountain,CO,Tier 1,20,250K-500K,35000,4,S-Corp,720-759,0,21,0.475,RM052,2023-06-26,operating
B00263,Business 00263,IND09,Wholesale Distribution,R04,West,CA,Tier 3,16,250K-500K,35000,3,Sole Proprietor,720-759,0,27,0.111,RM052,2023-02-17,operating
B00264,Business 00264,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 1,7,500K-1M,70000,7,S-Corp,640-679,0,15,0.314,RM021,2023-11-16,operating
B00265,Business 00265,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 2,9,<250K,15000,2,LLC,640-679,1,6,0.146,RM030,2022-02-13,operating
B00266,Business 00266,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 2,1,3M-10M,430000,53,LLC,720-759,0,13,0.232,RM045,2022-06-14,merchant
B00267,Business 00267,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 3,15,<250K,15000,3,S-Corp,720-759,0,3,0.038,RM014,2022-08-21,merchant
B00268,Business 00268,IND01,Restaurants & Food Service,R03,South,TX,Tier 2,2,250K-500K,35000,4,Sole Proprietor,640-679,1,3,0.388,RM018,2022-11-14,merchant
B00269,Business 00269,IND06,Professional Services,R01,Northeast,NY,Tier 1,20,<250K,15000,2,Sole Proprietor,640-679,0,30,0.394,RM060,2022-02-08,operating
B00270,Business 00270,IND07,Transportation & Logistics,R04,West,CA,Tier 2,18,250K-500K,35000,4,Partnership,720-759,0,17,0.051,RM001,2022-12-15,operating
B00271,Business 00271,IND02,Retail Stores,R01,Northeast,NY,Tier 2,10,<250K,15000,2,LLC,760+,0,27,0.198,RM056,2022-07-27,merchant
B00272,Business 00272,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 1,16,1M-3M,165000,19,Partnership,680-719,0,5,0.345,RM055,2022-03-24,operating
B00273,Business 00273,IND05,Healthcare Clinics,R04,West,CA,Tier 3,16,1M-3M,165000,16,LLC,580-639,1,8,0.011,RM052,2023-11-11,operating
B00274,Business 00274,IND05,Healthcare Clinics,R03,South,TX,Tier 2,12,1M-3M,165000,11,LLC,640-679,0,16,0.521,RM010,2023-09-06,operating
B00275,Business 00275,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,9,3M-10M,430000,53,LLC,680-719,0,18,0.168,RM024,2022-07-15,merchant
B00276,Business 00276,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 3,3,500K-1M,70000,9,LLC,680-719,1,29,0.386,RM056,2022-05-19,operating
B00277,Business 00277,IND08,E-commerce Sellers,R06,Mountain,CO,Tier 3,1,1M-3M,165000,16,LLC,680-719,0,2,0.408,RM029,2022-12-23,operating
B00278,Business 00278,IND11,Education & Training,R02,Midwest,IL,Tier 3,17,1M-3M,165000,9,C-Corp,680-719,0,13,0.249,RM017,2022-01-02,mixed
B00279,Business 00279,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 2,18,<250K,15000,2,C-Corp,680-719,1,9,0.027,RM056,2023-01-24,operating
B00280,Business 00280,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 1,10,3M-10M,430000,24,LLC,680-719,0,10,0.0,RM046,2023-04-23,merchant
B00281,Business 00281,IND12,Hospitality & Travel,R02,Midwest,IL,Tier 2,14,<250K,15000,2,LLC,720-759,0,18,0.529,RM055,2022-12-15,operating
B00282,Business 00282,IND05,Healthcare Clinics,R03,South,TX,Tier 3,19,<250K,15000,3,Partnership,720-759,0,27,0.432,RM056,2023-03-20,merchant
B00283,Business 00283,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,8,<250K,15000,3,S-Corp,680-719,1,10,0.489,RM024,2023-06-18,operating
B00284,Business 00284,IND08,E-commerce Sellers,R04,West,CA,Tier 3,3,250K-500K,35000,3,LLC,580-639,0,23,0.892,RM013,2022-11-04,operating
B00285,Business 00285,IND10,Personal Services,R02,Midwest,IL,Tier 3,16,1M-3M,165000,9,C-Corp,720-759,0,3,0.254,RM034,2022-04-01,operating
B00286,Business 00286,IND02,Retail Stores,R06,Mountain,CO,Tier 3,12,250K-500K,35000,4,C-Corp,580-639,1,24,0.091,RM012,2023-09-13,merchant
B00287,Business 00287,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 2,17,250K-500K,35000,3,LLC,580-639,0,23,0.127,RM057,2023-09-01,operating
B00288,Business 00288,IND06,Professional Services,R01,Northeast,NY,Tier 1,3,500K-1M,70000,7,LLC,720-759,0,9,0.007,RM004,2022-02-20,merchant
B00289,Business 00289,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 3,4,<250K,15000,2,C-Corp,760+,0,2,0.268,RM050,2023-01-07,operating
B00290,Business 00290,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 2,18,<250K,15000,3,LLC,580-639,0,18,0.489,RM034,2023-12-16,merchant
B00291,Business 00291,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 3,18,500K-1M,70000,5,S-Corp,680-719,1,17,0.377,RM007,2022-08-28,merchant
B00292,Business 00292,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 1,3,500K-1M,70000,6,C-Corp,640-679,0,20,0.099,RM011,2023-10-31,operating
B00293,Business 00293,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 3,4,500K-1M,70000,8,S-Corp,720-759,0,27,0.428,RM048,2022-05-03,operating
B00294,Business 00294,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 2,10,250K-500K,35000,4,Sole Proprietor,720-759,0,17,0.39,RM009,2022-02-07,merchant
B00295,Business 00295,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 2,1,<250K,15000,2,S-Corp,640-679,0,10,0.32,RM060,2022-02-20,merchant
B00296,Business 00296,IND05,Healthcare Clinics,R03,South,TX,Tier 2,15,<250K,15000,2,S-Corp,720-759,0,6,0.561,RM056,2023-11-08,operating
B00297,Business 00297,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 2,13,1M-3M,165000,17,C-Corp,760+,0,9,0.508,RM060,2023-12-19,merchant
B00298,Business 00298,IND12,Hospitality & Travel,R04,West,CA,Tier 2,14,1M-3M,165000,13,S-Corp,720-759,0,25,0.426,RM024,2022-07-26,merchant
B00299,Business 00299,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,20,500K-1M,70000,8,C-Corp,640-679,0,22,0.481,RM043,2022-06-21,merchant
B00300,Business 00300,IND02,Retail Stores,R04,West,CA,Tier 1,1,3M-10M,430000,36,C-Corp,640-679,1,26,0.036,RM046,2023-06-20,operating
B00301,Business 00301,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 1,13,500K-1M,70000,6,LLC,580-639,1,20,0.557,RM046,2022-06-11,operating
B00302,Business 00302,IND03,Construction Services,R03,South,TX,Tier 2,8,<250K,15000,2,LLC,720-759,0,6,0.169,RM024,2022-06-03,operating
B00303,Business 00303,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 3,10,<250K,15000,3,LLC,580-639,0,18,0.229,RM035,2022-09-12,operating
B00304,Business 00304,IND10,Personal Services,R01,Northeast,NY,Tier 3,7,250K-500K,35000,4,LLC,760+,0,6,0.084,RM057,2023-09-11,operating
B00305,Business 00305,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 2,12,<250K,15000,3,LLC,580-639,1,25,0.337,RM022,2023-06-23,operating
B00306,Business 00306,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,19,250K-500K,35000,5,S-Corp,720-759,0,14,0.48,RM031,2023-05-24,operating
B00307,Business 00307,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 2,16,<250K,15000,2,Sole Proprietor,680-719,1,6,0.581,RM056,2022-08-02,merchant
B00308,Business 00308,IND11,Education & Training,R04,West,CA,Tier 2,3,500K-1M,70000,6,LLC,720-759,0,4,0.521,RM040,2022-05-29,merchant
B00309,Business 00309,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 1,3,<250K,15000,2,S-Corp,680-719,0,15,0.508,RM013,2022-05-22,operating
B00310,Business 00310,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 2,6,<250K,15000,3,Sole Proprietor,720-759,0,14,0.383,RM036,2023-09-12,operating
B00311,Business 00311,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 3,19,3M-10M,430000,32,Sole Proprietor,640-679,0,9,0.284,RM006,2023-07-09,merchant
B00312,Business 00312,IND03,Construction Services,R01,Northeast,NY,Tier 3,3,500K-1M,70000,5,LLC,640-679,0,27,0.583,RM005,2023-08-27,operating
