loan_id,business_id,product_type,loan_amount,start_date,interest_rate,loan_term_months,maturity_date,collateral_type,secured_flag,origination_channel,underwriting_score_band,initial_risk_grade
L000243,B01252,Revolving Credit,970499.36,2023-05-07,0.0756,24,2025-04-26,equipment,0,online,720-759,C
L000244,B01453,Revolving Credit,53947.46,2023-03-16,0.0837,24,2025-03-05,equipment,1,branch,680-719,B
L000245,B00979,Revolving Credit,320689.09,2024-11-20,0.1461,36,2027-11-05,receivables,1,branch,580-639,C
L000246,B00917,Revolving Credit,87784.2,2024-11-06,0.1462,12,2025-11-01,receivables,1,online,580-639,B
L000247,B00241,Revolving Credit,350693.83,2024-12-29,0.082,24,2026-12-19,receivables,1,branch,720-759,A
L000248,B01097,Invoice Financing,60638.09,2024-10-23,0.0937,12,2025-10-18,equipment,1,relationship_manager,680-719,B
L000249,B00724,Invoice Financing,883061.58,2023-12-25,0.0935,18,2025-06-17,UCC lien,1,branch,680-719,B
L000250,B00767,Invoice Financing,84486.43,2023-11-17,0.0712,12,2024-11-11,receivables,0,online,760+,C
L000251,B00989,Invoice Financing,887917.08,2024-09-29,0.092,18,2026-03-23,receivables,0,branch,680-719,A
L000252,B01160,Invoice Financing,162793.23,2023-02-06,0.1268,18,2024-07-30,equipment,0,branch,640-679,C
L000253,B00424,Revolving Credit,182212.23,2024-07-21,0.1235,12,2025-07-16,equipment,0,online,640-679,C
L000254,B01119,Revolving Credit,733486.55,2023-09-01,0.0944,24,2025-08-21,UCC lien,1,partner,680-719,C
L000255,B00818,Invoice Financing,37041.91,2023-11-22,0.1036,12,2024-11-16,equipment,1,online,680-719,A
L000256,B00684,Revolving Credit,83965.9,2023-12-13,0.1494,18,2025-06-05,equipment,0,branch,580-639,C
L000257,B00882,Equipment Loan,171922.68,2023-09-30,0.0815,18,2025-03-23,receivables,1,online,720-759,C
L000258,B00978,Revolving Credit,770665.06,2023-11-18,0.082,24,2025-11-07,UCC lien,1,online,720-759,A
L000259,B01150,Term Loan,61303.24,2023-04-12,0.1074,12,2024-04-06,equipment,0,online,680-719,B
L000260,B00370,Term Loan,143497.07,2024-12-25,0.1039,18,2026-06-18,UCC lien,1,branch,680-719,B
L000261,B01234,Term Loan,52833.62,2023-05-08,0.1,24,2025-04-27,real estate,1,branch,680-719,C
L000262,B00036,Term Loan,184564.05,2024-07-18,0.1176,24,2026-07-08,equipment,0,branch,640-679,B
L000263,B00087,Invoice Financing,849499.27,2023-05-14,0.1471,12,2024-05-08,unsecured,0,online,580-639,B
L000264,B00604,Revolving Credit,102942.93,2024-01-09,0.0623,24,2025-12-29,UCC lien,0,online,760+,C
L000265,B00612,Revolving Credit,57727.64,2023-11-15,0.1328,18,2025-05-08,receivables,1,online,580-639,B
L000266,B01144,Merchant Cash Advance,135901.16,2024-02-05,0.084,12,2025-01-30,equipment,1,relationship_manager,720-759,B
L000267,B00403,Equipment Loan,70716.77,2024-12-01,0.1381,24,2026-11-21,receivables,1,online,580-639,C
L000268,B00107,Equipment Loan,18417.1,2023-09-16,0.0747,24,2025-09-05,receivables,1,online,760+,A
L000269,B00539,Equipment Loan,231743.27,2024-02-21,0.0878,36,2027-02-05,UCC lien,0,branch,720-759,B
L000270,B00416,Term Loan,729085.05,2024-09-17,0.0737,24,2026-09-07,equipment,0,branch,720-759,C
L000271,B00134,Equipment Loan,96760.25,2024-03-19,0.0894,24,2026-03-09,equipment,0,branch,720-759,B
L000272,B00188,Equipment Loan,32274.68,2024-11-04,0.0843,24,2026-10-25,UCC lien,1,partner,680-719,B
L000273,B00734,Term Loan,177877.59,2024-01-21,0.0858,18,2025-07-14,receivables,0,relationship_manager,720-759,B
L000274,B00526,Revolving Credit,248983.16,2023-02-25,0.1177,18,2024-08-18,UCC lien,0,online,640-679,C
L000275,B00061,Term Loan,21745.03,2024-08-14,0.098,24,2026-08-04,receivables,1,partner,680-719,A
L000276,B01446,Term Loan,248677.82,2024-06-27,0.1267,36,2027-06-12,equipment,1,branch,640-679,B
L000277,B00525,Equipment Loan,1104473.32,2023-09-25,0.1056,12,2024-09-19,equipment,0,branch,680-719,C
L000278,B01154,Term Loan,357228.97,2024-04-15,0.1245,36,2027-03-31,UCC lien,1,branch,640-679,A
L000279,B00883,Invoice Financing,188414.37,2024-06-10,0.0907,12,2025-06-05,receivables,1,branch,680-719,B
L000280,B00588,Revolving Credit,237579.05,2023-06-14,0.1039,24,2025-06-03,equipment,1,branch,680-719,C
L000281,B00773,Term Loan,1200000.0,2023-01-12,0.1199,24,2025-01-01,receivables,1,partner,640-679,B
L000282,B01388,Invoice Financing,719472.95,2024-01-20,0.0984,12,2025-01-14,receivables,1,branch,680-719,A
L000283,B00694,Equipment Loan,115785.47,2024-08-30,0.1069,18,2026-02-21,real estate,0,online,680-719,C
L000284,B00256,Term Loan,205250.96,2023-07-17,0.0887,24,2025-07-06,UCC lien,1,online,720-759,B
L000285,B00887,Revolving Credit,288801.11,2023-11-11,0.1035,12,2024-11-05,UCC lien,1,branch,680-719,B
L000286,B00485,Term Loan,353265.91,2023-09-02,0.0705,18,2025-02-23,receivables,1,branch,720-759,B
L000287,B01154,Term Loan,191545.66,2024-07-28,0.1249,12,2025-07-23,UCC lien,1,branch,640-679,D
L000288,B00538,Equipment Loan,734348.57,2023-11-24,0.0766,24,2025-11-13,equipment,0,branch,760+,B
L000289,B00661,Equipment Loan,78210.19,2023-11-17,0.0832,36,2026-11-01,UCC lien,0,online,680-719,B
L000290,B01018,Term Loan,127657.96,2023-03-17,0.0811,18,2024-09-07,real estate,1,branch,720-759,B
L000291,B00888,Term Loan,48034.84,2023-03-17,0.0875,36,2026-03-01,equipment,1,branch,680-719,A
L000292,B00151,Invoice Financing,115420.68,2023-07-03,0.0598,24,2025-06-22,receivables,1,online,760+,A
L000293,B00444,Invoice Financing,124234.61,2023-06-18,0.0811,24,2025-06-07,receivables,1,online,720-759,B
L000294,B00027,Term Loan,326695.64,2024-08-16,0.1149,24,2026-08-06,equipment,0,online,640-679,C
L000295,B01114,Invoice Financing,839624.85,2024-06-21,0.1026,36,2027-06-06,UCC lien,1,branch,640-679,B
L000296,B00591,Invoice Financing,124142.89,2023-01-28,0.1462,18,2024-07-21,equipment,1,online,580-639,C
L000297,B01332,Revolving Credit,50048.01,2024-06-21,0.116,12,2025-06-16,real estate,1,branch,640-679,B
L000298,B00864,Revolving Credit,136666.58,2023-11-04,0.114,24,2025-10-24,receivables,1,branch,640-679,C
L000299,B01248,Revolving Credit,132395.32,2024-10-11,0.0987,24,2026-10-01,receivables,1,online,680-719,B
L000300,B01325,Revolving Credit,652962.78,2024-04-10,0.0813,36,2027-03-26,unsecured,0,partner,720-759,B
L000301,B00158,Equipment Loan,232650.93,2024-02-29,0.1414,18,2025-08-22,equipment,1,branch,580-639,B
L000302,B00835,Term Loan,80147.57,2024-06-29,0.0687,36,2027-06-14,real estate,0,branch,720-759,B
L000303,B01043,Revolving Credit,48365.24,2023-10-02,0.0602,24,2025-09-21,real estate,1,online,760+,A
L000304,B00459,Term Loan,48709.65,2023-01-17,0.1366,18,2024-07-10,receivables,0,branch,580-639,B
L000305,B00256,Revolving Credit,348505.49,2024-07-17,0.0743,18,2026-01-08,equipment,1,partner,720-759,B
L000306,B00039,Revolving Credit,285582.0,2024-01-21,0.0697,18,2025-07-14,UCC lien,1,branch,760+,B
L000307,B00417,Revolving Credit,56109.38,2024-04-11,0.1166,24,2026-04-01,UCC lien,1,online,640-679,A
L000308,B00303,Invoice Financing,62183.45,2024-02-15,0.1545,18,2025-08-08,unsecured,0,branch,580-639,B
L000309,B00639,Merchant Cash Advance,72745.54,2024-01-08,0.155,24,2025-12-28,receivables,1,online,580-639,D
L000310,B01326,Equipment Loan,358929.21,2024-04-05,0.0967,24,2026-03-26,real estate,0,branch,680-719,A
L000311,B00599,Term Loan,244805.39,2023-04-19,0.077,12,2024-04-13,receivables,1,partner,720-759,B
L000312,B01000,Revolving Credit,590513.04,2023-10-22,0.1142,24,2025-10-11,receivables,1,relationship_manager,640-679,A
L000313,B00313,Invoice Financing,290835.01,2024-07-01,0.097,18,2025-12-23,UCC lien,1,partner,680-719,C
L000314,B01486,Revolving Credit,166060.04,2023-11-01,0.0758,24,2025-10-21,equipment,1,branch,720-759,B
L000315,B00005,Merchant Cash Advance,126180.27,2023-03-01,0.1424,24,2025-02-18,UCC lien,1,partner,580-639,C
L000316,B00296,Invoice Financing,73877.67,2023-06-17,0.0785,12,2024-06-11,unsecured,1,branch,720-759,B
L000317,B00002,Equipment Loan,997310.88,2023-07-10,0.1028,36,2026-06-24,equipment,1,relationship_manager,640-679,A
L000318,B00344,Equipment Loan,128869.94,2023-01-02,0.0593,36,2025-12-17,equipment,1,relationship_manager,760+,B
L000319,B00133,Invoice Financing,269738.41,2023-05-08,0.1501,24,2025-04-27,equipment,1,online,580-639,C
L000320,B00164,Equipment Loan,451429.79,2024-08-11,0.0939,24,2026-08-01,UCC lien,1,branch,680-719,A
L000321,B00391,Invoice Financing,84956.61,2023-06-26,0.1026,18,2024-12-17,equipment,1,partner,640-679,B
L000322,B00976,Term Loan,26366.99,2023-05-24,0.0856,24,2025-05-13,equipment,1,branch,720-759,B
L000323,B01393,Merchant Cash Advance,369365.54,2023-03-07,0.097,18,2024-08-28,real estate,1,branch,680-719,A
L000324,B00439,Term Loan,871718.99,2024-03-10,0.0593,36,2027-02-23,equipment,1,online,760+,C
L000325,B01284,Term Loan,478753.19,2023-02-09,0.1108,18,2024-08-02,UCC lien,0,online,640-679,B
L000326,B01087,Invoice Financing,207049.95,2024-10-19,0.0855,18,2026-04-12,equipment,1,partner,680-719,C
L000327,B00015,Revolving Credit,119913.35,2024-02-27,0.1526,48,2028-02-06,receivables,1,partner,580-639,B
L000328,B01144,Term Loan,48201.61,2024-12-17,0.0782,12,2025-12-12,equipment,1,branch,720-759,B
L000329,B00976,Revolving Credit,48339.23,2024-10-29,0.0818,24,2026-10-19,UCC lien,1,partner,720-759,A
L000330,B01316,Equipment Loan,164853.37,2023-04-07,0.0738,12,2024-04-01,equipment,1,online,760+,A
L000331,B00180,Equipment Loan,57429.65,2023-03-01,0.069,12,2024-02-24,receivables,0,online,720-759,B
L000332,B01302,Equipment Loan,1200000.0,2023-06-27,0.099,36,2026-06-11,UCC lien,1,online,680-719,B
L000333,B01456,Equipment Loan,34318.52,2024-08-19,0.0941,18,2026-02-10,receivables,1,partner,680-719,A
L000334,B01267,Equipment Loan,1200000.0,2023-12-27,0.1156,24,2025-12-16,UCC lien,0,branch,640-679,B
L000335,B00479,Term Loan,30996.66,2023-06-27,0.0843,24,2025-06-16,UCC lien,1,branch,680-719,D
L000336,B01171,Term Loan,291167.41,2024-10-15,0.1066,36,2027-09-30,equipment,1,partner,640-679,B
L000337,B00040,Equipment Loan,805771.61,2023-03-12,0.0881,24,2025-03-01,equipment,1,relationship_manager,720-759,C
L000338,B00829,Equipment Loan,65193.21,2024-03-24,0.1201,12,2025-03-19,equipment,1,online,640-679,C
L000339,B00701,Term Loan,64639.77,2023-07-12,0.1271,36,2026-06-26,equipment,1,online,640-679,A
L000340,B00871,Revolving Credit,93096.34,2024-07-18,0.0704,36,2027-07-03,receivables,0,online,720-759,C
L000341,B00699,Term Loan,708540.89,2023-10-09,0.1063,48,2027-09-18,UCC lien,1,branch,640-679,B
L000342,B00220,Term Loan,171140.7,2023-12-30,0.0727,18,2025-06-22,equipment,1,branch,760+,B
L000343,B00117,Merchant Cash Advance,281627.08,2024-07-18,0.0716,18,2026-01-09,UCC lien,1,online,720-759,A
L000344,B00136,Term Loan,1200000.0,2024-09-15,0.0853,24,2026-09-05,equipment,1,online,720-759,B
L000345,B00532,Invoice Financing,63193.04,2024-12-03,0.0968,24,2026-11-23,equipment,1,online,680-719,C
L000346,B00051,Term Loan,112732.69,2023-05-20,0.0696,18,2024-11-10,UCC lien,1,relationship_manager,760+,C
L000347,B01166,Equipment Loan,33228.28,2023-11-28,0.0767,36,2026-11-12,equipment,1,branch,720-759,A
L000348,B01491,Equipment Loan,377183.52,2023-11-17,0.0809,12,2024-11-11,UCC lien,0,online,720-759,B
L000349,B00273,Term Loan,311296.67,2023-02-23,0.1494,18,2024-08-16,receivables,1,online,580-639,C
L000350,B00778,Term Loan,80071.36,2024-12-14,0.1534,36,2027-11-29,equipment,0,branch,580-639,C
L000351,B01374,Term Loan,817040.08,2023-04-10,0.1482,18,2024-10-01,equipment,1,online,580-639,B
L000352,B01164,Term Loan,402400.26,2024-08-18,0.0844,18,2026-02-09,real estate,1,branch,680-719,C
L000353,B00684,Term Loan,130847.36,2024-11-03,0.1454,12,2025-10-29,receivables,1,online,580-639,A
L000354,B01478,Invoice Financing,175141.69,2024-06-25,0.0786,36,2027-06-10,equipment,1,online,760+,A
L000355,B00053,Invoice Financing,266857.65,2023-04-24,0.126,24,2025-04-13,equipment,0,relationship_manager,640-679,A
L000356,B01393,Invoice Financing,201047.06,2023-11-04,0.0931,12,2024-10-29,receivables,0,branch,680-719,B
L000357,B00077,Term Loan,26419.19,2024-09-10,0.1029,24,2026-08-31,equipment,0,relationship_manager,680-719,C
L000358,B01055,Equipment Loan,302794.11,2023-04-22,0.1225,12,2024-04-16,receivables,0,branch,640-679,B
L000359,B00560,Term Loan,610189.47,2023-03-24,0.1123,18,2024-09-14,equipment,1,online,640-679,A
L000360,B01078,Merchant Cash Advance,292843.25,2023-11-08,0.1522,24,2025-10-28,real estate,0,online,580-639,B
L000361,B00781,Merchant Cash Advance,269074.63,2024-11-01,0.0632,24,2026-10-22,receivables,1,online,760+,B
L000362,B01287,Term Loan,560636.93,2024-06-30,0.103,24,2026-06-20,receivables,1,relationship_manager,680-719,B
L000363,B01138,Revolving Credit,1101795.52,2023-11-14,0.1371,24,2025-11-03,receivables,1,branch,580-639,D
L000364,B00599,Term Loan,161444.96,2023-07-03,0.0909,18,2024-12-24,equipment,1,online,720-759,A
L000365,B00298,Revolving Credit,308804.96,2023-12-08,0.0867,18,2025-05-31,UCC lien,0,branch,720-759,B
L000366,B01439,Equipment Loan,783765.44,2023-11-06,0.0593,24,2025-10-26,UCC lien,0,branch,760+,B
L000367,B00108,Term Loan,64620.67,2024-07-14,0.1273,24,2026-07-04,UCC lien,0,online,640-679,B
L000368,B01104,Merchant Cash Advance,77362.77,2023-10-13,0.1034,12,2024-10-07,real estate,1,relationship_manager,640-679,B
L000369,B00064,Merchant Cash Advance,639480.29,2023-05-05,0.0903,24,2025-04-24,receivables,0,branch,680-719,C
L000370,B00208,Invoice Financing,303029.59,2023-03-20,0.1416,18,2024-09-10,equipment,0,branch,580-639,A
L000371,B01332,Equipment Loan,74019.07,2024-10-30,0.1272,24,2026-10-20,UCC lien,1,online,640-679,A
L000372,B00259,Equipment Loan,618652.22,2024-08-05,0.0858,24,2026-07-26,UCC lien,0,partner,680-719,B
L000373,B00045,Revolving Credit,60901.46,2023-07-05,0.0881,24,2025-06-24,UCC lien,0,branch,680-719,C
L000374,B00512,Term Loan,353287.68,2024-08-13,0.0842,18,2026-02-04,receivables,1,branch,680-719,C
L000375,B00676,Term Loan,323163.25,2024-01-02,0.0729,48,2027-12-12,receivables,1,branch,720-759,A
L000376,B00271,Term Loan,62604.17,2023-08-27,0.0758,24,2025-08-16,UCC lien,1,branch,760+,C
L000377,B00464,Revolving Credit,59487.83,2023-05-09,0.107,36,2026-04-23,equipment,1,partner,640-679,B
L000378,B00893,Term Loan,114780.45,2024-04-13,0.1134,12,2025-04-08,receivables,1,branch,640-679,C
L000379,B00605,Invoice Financing,90908.46,2024-08-20,0.1241,18,2026-02-11,receivables,1,online,640-679,C
L000380,B00876,Equipment Loan,70058.57,2023-07-22,0.1023,12,2024-07-16,UCC lien,1,online,680-719,B
L000381,B00386,Term Loan,373755.55,2023-07-11,0.1435,36,2026-06-25,equipment,0,online,580-639,C
L000382,B00940,Invoice Financing,377098.38,2023-10-05,0.0674,18,2025-03-28,unsecured,0,partner,720-759,A
L000383,B00245,Term Loan,185923.93,2023-09-17,0.0765,18,2025-03-10,UCC lien,0,relationship_manager,720-759,B
L000384,B00790,Revolving Credit,422147.46,2023-11-28,0.0759,18,2025-05-21,receivables,1,branch,720-759,B
L000385,B01118,Term Loan,187884.06,2023-05-21,0.0865,18,2024-11-11,equipment,1,partner,680-719,D
L000386,B00784,Equipment Loan,57795.81,2024-11-13,0.0798,12,2025-11-08,equipment,1,branch,720-759,C
L000387,B01190,Term Loan,325831.17,2023-02-16,0.1427,24,2025-02-05,UCC lien,1,branch,580-639,A
L000388,B00533,Term Loan,149322.42,2023-01-15,0.0912,24,2025-01-04,equipment,0,branch,720-759,B
L000389,B00524,Equipment Loan,686818.17,2023-01-22,0.0845,12,2024-01-17,UCC lien,1,online,720-759,B
L000390,B00528,Term Loan,1200000.0,2023-11-05,0.0888,12,2024-10-30,UCC lien,1,branch,720-759,A
L000391,B00274,Term Loan,557703.19,2023-05-02,0.1115,36,2026-04-16,equipment,1,online,640-679,A
L000392,B00527,Term Loan,51786.19,2023-04-24,0.0982,24,2025-04-13,equipment,0,online,680-719,C
L000393,B01479,Equipment Loan,331049.02,2024-09-08,0.0613,24,2026-08-29,receivables,0,branch,760+,B
L000394,B00139,Term Loan,254624.02,2023-03-03,0.1427,24,2025-02-20,equipment,1,online,580-639,C
L000395,B01375,Equipment Loan,122711.46,2023-01-31,0.151,18,2024-07-24,equipment,1,online,580-639,B
L000396,B01436,Invoice Financing,135539.69,2024-11-02,0.1167,36,2027-10-18,equipment,0,branch,640-679,B
L000397,B00307,Equipment Loan,32168.46,2024-04-30,0.102,18,2025-10-22,real estate,0,branch,680-719,B
L000398,B00993,Invoice Financing,449248.15,2023-02-23,0.0871,24,2025-02-12,UCC lien,0,branch,720-759,B
L000399,B00953,Term Loan,49355.83,2023-07-26,0.1522,24,2025-07-15,receivables,1,partner,580-639,C
L000400,B00927,Term Loan,28470.69,2024-01-12,0.0978,24,2026-01-01,equipment,1,online,680-719,C
L000401,B00056,Term Loan,41009.29,2023-03-25,0.1118,12,2024-03-19,equipment,1,branch,640-679,B
L000402,B01280,Term Loan,152271.83,2023-04-29,0.0973,18,2024-10-20,equipment,1,online,680-719,C
L000403,B00248,Equipment Loan,791556.69,2024-12-29,0.0609,36,2027-12-14,UCC lien,0,online,760+,C
L000404,B01265,Revolving Credit,81094.02,2023-02-08,0.0638,18,2024-08-01,real estate,1,branch,760+,B
L000405,B00472,Term Loan,283978.52,2023-10-25,0.075,24,2025-10-14,equipment,0,branch,720-759,B
L000406,B01368,Merchant Cash Advance,47301.41,2024-07-09,0.0651,36,2027-06-24,equipment,1,branch,760+,B
L000407,B00101,Revolving Credit,149829.12,2023-09-23,0.0664,36,2026-09-07,real estate,1,online,760+,A
L000408,B01113,Term Loan,65019.75,2024-03-30,0.1009,24,2026-03-20,equipment,1,relationship_manager,680-719,C
L000409,B00712,Revolving Credit,897069.21,2024-04-02,0.0775,36,2027-03-18,equipment,1,branch,720-759,B
L000410,B00932,Invoice Financing,450241.69,2023-01-24,0.1208,18,2024-07-17,UCC lien,1,online,640-679,C
L000411,B00883,Term Loan,185510.06,2024-06-29,0.1017,24,2026-06-19,equipment,0,branch,680-719,C
L000412,B01176,Term Loan,21504.1,2024-09-20,0.0847,18,2026-03-14,equipment,1,online,680-719,A
L000413,B00915,Merchant Cash Advance,37250.55,2024-11-01,0.0701,18,2026-04-25,equipment,1,online,760+,B
L000414,B01110,Equipment Loan,217280.98,2023-01-02,0.0746,24,2024-12-22,receivables,1,partner,720-759,B
L000415,B01310,Term Loan,785471.04,2023-02-22,0.0836,24,2025-02-11,real estate,0,branch,680-719,B
L000416,B00475,Term Loan,240920.47,2024-02-11,0.1158,12,2025-02-05,equipment,0,online,640-679,C
L000417,B01325,Term Loan,292051.92,2024-12-23,0.0915,24,2026-12-13,equipment,0,branch,720-759,B
L000418,B01442,Term Loan,118789.55,2023-08-04,0.1426,36,2026-07-19,real estate,1,relationship_manager,580-639,A
L000419,B00796,Equipment Loan,48668.67,2024-04-11,0.1257,36,2027-03-27,equipment,0,relationship_manager,640-679,A
L000420,B00001,Equipment Loan,288995.3,2024-07-29,0.084,18,2026-01-20,equipment,1,online,720-759,A
L000421,B00788,Term Loan,336668.27,2023-09-20,0.0754,36,2026-09-04,receivables,1,partner,720-759,B
L000422,B01382,Revolving Credit,26744.97,2023-03-03,0.1185,36,2026-02-15,equipment,1,online,640-679,C
L000423,B01067,Term Loan,215351.97,2024-07-11,0.1101,36,2027-06-26,receivables,0,branch,640-679,B
L000424,B00917,Invoice Financing,220085.77,2023-03-08,0.1539,36,2026-02-20,equipment,0,relationship_manager,580-639,B
L000425,B00223,Term Loan,698105.31,2023-06-06,0.0789,24,2025-05-26,receivables,1,online,720-759,B
L000426,B00612,Term Loan,77717.04,2024-02-29,0.1496,12,2025-02-23,unsecured,0,online,580-639,C
L000427,B01433,Term Loan,71452.52,2023-06-13,0.1372,18,2024-12-04,real estate,1,online,580-639,C
L000428,B00674,Merchant Cash Advance,73354.08,2024-04-28,0.0849,24,2026-04-18,equipment,1,partner,720-759,A
L000429,B00837,Equipment Loan,327336.09,2023-10-02,0.1061,24,2025-09-21,receivables,1,branch,680-719,D
L000430,B00846,Equipment Loan,121208.11,2024-06-05,0.1341,36,2027-05-21,equipment,1,partner,580-639,B
L000431,B00375,Revolving Credit,678726.1,2023-01-22,0.1101,24,2025-01-11,equipment,1,partner,640-679,B
L000432,B00875,Term Loan,94825.42,2024-05-30,0.073,24,2026-05-20,UCC lien,1,branch,760+,B
L000433,B01397,Revolving Credit,1200000.0,2023-12-27,0.1338,18,2025-06-19,equipment,1,branch,580-639,A
L000434,B00732,Term Loan,318078.54,2023-07-25,0.1059,24,2025-07-14,UCC lien,0,partner,680-719,C
L000435,B01345,Revolving Credit,834036.98,2024-06-15,0.0827,18,2025-12-07,equipment,1,online,680-719,B
L000436,B01214,Merchant Cash Advance,703754.33,2023-04-09,0.0937,36,2026-03-24,equipment,1,online,680-719,B
L000437,B00577,Term Loan,357629.2,2023-02-11,0.0687,24,2025-01-31,receivables,1,online,720-759,B
L000438,B01082,Merchant Cash Advance,102766.74,2023-07-22,0.1229,18,2025-01-12,equipment,0,online,640-679,C
L000439,B00856,Equipment Loan,318107.78,2023-06-04,0.1058,24,2025-05-24,equipment,1,relationship_manager,680-719,C
L000440,B00843,Equipment Loan,70643.14,2024-01-28,0.0946,36,2027-01-12,UCC lien,0,partner,680-719,B
L000441,B01386,Merchant Cash Advance,44746.52,2024-06-03,0.1091,18,2025-11-25,UCC lien,1,partner,640-679,B
L000442,B01156,Equipment Loan,522060.23,2024-09-17,0.1171,24,2026-09-07,receivables,1,partner,640-679,B
